AMC,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
27,0,4,3.69,19.26,25.14,16.61,500,79,15446,3,7
27,4,0,1.2,59.69,9.32,5.49,500,79,165812,0,6
27,0,3,1.8,13.73,12.31,8.75,500,79,17788,3,8
27,5,4,0.97,66.67,8.2,5.7,500,79,179209,0,8
27,0,0,0.92,11.68,8.82,0.0,500,79,218437,3,6
27,0,0,1.21,11.95,10.3,0.0,500,79,251277,3,6
27,0,4,4.23,20.96,28.41,18.79,500,79,276333,3,7
27,0,4,2.35,15.28,16.22,11.05,500,79,27715,3,0
27,4,4,1.22,33.87,9.05,6.37,500,79,319585,0,6
27,4,0,1.39,14.9,22.39,13.88,500,79,3244091,2,8
27,4,4,0.84,47.99,7.84,5.82,500,79,61954,0,8
27,5,5,1.28,62.75,9.73,6.73,500,79,950076,0,6
27,5,0,1.28,37.64,9.73,6.73,5000,79,950076,0,6
27,5,0,1.28,40.28,9.73,6.73,5000,79,950076,0,6
27,5,5,4.03,449.6,53.05,27.28,500,80,2800003,1,7
27,2,5,2.44,398.91,43.16,27.84,500,80,394325,1,1
27,4,4,3.72,56.47,25.52,15.27,500,80,58658,2,11
28,0,0,0.71,74.08,6.4,3.61,0,81,4305,0,6
28,0,0,6.52,10.83,0.0,0.0,100,81,14043,1,11
28,0,0,4.27,11.58,0.0,0.0,100,81,237807,2,0
28,4,3,2.99,68.26,18.77,11.17,100,81,92621,2,6
28,3,2,0.5,2552.57,6.28,4.96,1000,81,190867,0,4
28,3,3,0.59,14.11,7.37,5.95,1000,81,22986,0,4
28,3,3,2.17,28.8,11.53,9.11,1000,81,2724,2,8
28,3,0,0.0,35.62,0.0,0.0,1000,81,3287,0,6
28,4,3,0.82,40.34,7.85,5.42,1000,81,33274,0,6
28,2,5,0.79,3269.15,7.13,8.13,1000,81,33707,0,6
28,0,0,0.71,65.56,6.4,3.62,1000,81,4305,0,6
28,1,3,0.57,2181.72,7.3,5.98,1000,81,539604,0,4
28,3,5,1.07,41.63,7.89,8.05,250,81,18237,0,6
28,0,3,0.53,1303.2,6.68,5.58,250,81,66033,0,2
28,4,3,0.85,37.63,7.78,5.41,250,81,71218,0,6
28,0,1,0.49,13.73,7.24,5.29,500,81,15829,2,2
19,0,0,5.5,18.82,30.87,12.28,500,82,10836,3,11
19,0,0,3.82,19.13,52.92,0.0,500,82,11691,3,11
19,0,0,2.59,10.15,0.0,0.0,500,82,16868,3,11
19,0,0,5.49,11.94,0.0,0.0,500,82,17944,3,11
19,0,0,3.29,11.02,0.0,0.0,500,82,18078,3,11
19,0,0,1.34,19.79,44.76,19.06,5000,82,147485,3,1
19,0,0,1.45,15.32,28.49,0.0,5000,82,53146,3,11
19,0,0,1.01,6.83,9.45,0.0,5000,82,6694,3,11
18,0,3,5.5,16.78,34.82,18.63,500,83,149153,1,11
18,4,0,5.86,36.73,44.23,22.48,500,83,468616,1,1
19,3,2,6.1,114.06,27.32,13.19,500,84,4159292,1,11
19,3,4,5.83,18.99,21.06,14.86,500,85,182194,1,11
19,2,1,8.97,26.21,24.98,10.54,500,86,841324,1,11
12,0,0,10.56,15.19,51.36,0.0,500,87,154165,1,11
12,3,2,1.2,20.62,10.45,5.84,500,87,2533,3,8
12,2,0,7.07,92.52,42.45,18.83,500,87,25646,1,7
12,3,3,6.09,137.19,48.28,19.51,500,87,442131,1,7
12,4,3,3.93,40.69,30.7,14.99,500,87,4554,3,11
12,3,2,3.32,35.14,25.93,12.9,500,87,6065,3,0
4,0,0,1.69,10.59,0.0,0.0,100,88,13599,0,6
4,0,0,0.7,11.42,8.33,0.0,100,88,16726,3,4
4,0,0,4.37,11.78,0.0,0.0,100,88,172788,2,11
4,0,0,3.31,12.46,0.0,0.0,100,88,1762,3,11
4,3,2,0.67,15.5,7.09,4.96,100,88,33045,0,8
4,0,0,0.61,11.47,7.56,0.0,100,88,48812,3,4
4,0,0,0.76,12.15,8.18,5.33,100,88,49402,3,4
4,3,2,0.57,37.95,6.86,5.48,100,88,751829,0,4
4,0,0,0.68,12.09,8.01,5.21,100,88,829629,3,4
11,0,0,5.91,19.87,44.38,0.0,100,89,1718576,1,11
11,3,4,5.81,350.62,42.96,24.92,100,89,2371231,1,11
11,0,0,5.25,26.47,41.74,24.54,100,89,620255,1,5
11,2,2,6.25,755.05,45.05,21.33,100,89,773337,1,7
31,0,0,4.87,11.85,0.0,0.0,500,90,55977,1,11
31,0,0,7.91,14.32,44.06,0.0,500,90,82431,1,11
2,0,0,0.95,10.5,0.0,0.0,1000,91,2171,3,6
2,0,0,0.62,11.5,8.26,0.0,1000,91,221722,3,4
30,3,3,3.87,50.96,19.34,13.95,500,91,1109,1,11
30,3,2,4.46,131.5,35.18,21.58,500,91,14033,1,1
13,0,0,3.35,19.46,57.57,0.0,100,92,328287,1,11
16,3,5,5.19,71.54,54.56,31.1,100,93,244666,1,1
16,0,0,5.95,30.95,44.36,19.0,100,93,271966,1,1
16,4,4,5.17,579.34,33.76,15.42,100,93,946507,1,11
1,0,0,4.33,10.37,0.0,0.0,500,93,271088,1,11
27,0,0,7.8,19.98,51.91,0.0,500,94,108734,3,11
27,0,0,7.45,9.39,0.0,0.0,500,94,26848,3,11
27,0,0,5.43,19.05,46.66,0.0,500,94,62667,3,11
16,0,0,6.32,17.84,32.94,12.64,100,95,100812,1,11
16,4,4,4.87,348.69,41.71,21.08,100,95,2529275,1,9
16,0,3,4.63,83.97,34.46,16.57,100,95,5295561,1,7
16,4,4,4.68,120.49,37.06,19.47,500,95,629777,1,7
4,5,3,0.57,2987.56,7.29,5.97,100,96,1279236,0,4
4,4,3,0.78,41.11,7.76,5.39,100,96,16225,3,6
4,0,0,6.07,17.89,41.48,0.0,100,96,248834,1,11
4,0,0,3.89,14.09,32.61,12.01,100,96,31501,3,11
4,4,0,1.2,42.72,9.88,5.24,100,96,3397,0,6
4,4,3,0.57,14.36,7.26,5.85,100,96,368668,0,4
4,4,3,0.56,36.33,7.16,5.65,100,96,58680,0,4
4,0,0,3.87,18.87,53.14,0.0,100,96,59509,1,11
4,2,3,0.54,30.79,7.6,5.89,100,96,67229,2,2
1,0,0,0.0,0.0,0.0,0.0,500,97,0,3,6
1,0,0,0.0,10.69,0.0,0.0,500,97,242614,3,4
1,0,0,0.93,11.74,8.94,0.0,500,97,6962,3,6
22,0,0,0.0,10.08,0.0,0.0,100,98,0,3,11
22,0,0,4.16,11.1,0.0,0.0,100,98,12256,3,11
22,0,0,10.84,11.42,0.0,0.0,100,98,14224,3,11
16,4,5,0.54,35.52,7.92,6.23,100,99,5342315,2,2
2,0,0,10.83,14.61,33.28,0.0,100,100,13431,3,11
2,0,0,3.98,17.37,26.58,0.0,100,100,16787,3,11
2,0,0,0.76,6.54,3.69,9.99,100,100,21897,3,11
2,0,0,3.37,12.68,25.3,4.97,100,100,5259,3,11
2,0,0,2.59,16.56,20.17,8.48,100,100,84851,3,11
2,0,0,0.0,0.0,0.0,0.0,1000,100,0,3,11
13,4,5,6.7,1004.49,46.13,26.09,100,101,1658684,1,1
13,4,4,5.7,198.46,58.05,37.12,100,101,614292,1,11
17,3,1,6.23,20.27,13.7,11.16,1000,102,29273,1,11
17,2,2,5.01,139.94,26.45,13.66,1000,102,33268,3,11
17,1,1,4.92,155.02,23.03,12.75,1000,102,8645,3,11
8,3,0,6.74,22.54,35.05,8.55,100,103,10708,3,11
8,0,0,4.65,19.01,1.49,7.42,100,103,1218,3,11
8,0,0,1.34,16.15,1.65,4.27,100,103,13432,3,11
8,0,0,4.63,18.42,6.32,3.7,100,103,13915,3,11
8,0,0,5.24,12.72,0.0,0.0,100,103,15305,1,11
8,0,0,3.41,12.71,0.0,0.0,100,103,205338,2,11
8,1,3,5.12,472.14,38.6,16.06,100,103,445673,1,7
8,0,0,2.03,10.79,0.0,0.0,100,103,6817,3,11
8,0,0,7.57,11.65,0.0,0.0,100,103,84003,1,11
8,1,2,4.5,21.25,39.1,16.71,100,103,92393,1,1
17,4,4,5.28,55.93,64.27,20.55,1000,104,9886,3,3
2,2,1,8.29,56.82,32.85,6.67,100,105,1415562,1,11
2,3,3,5.08,33.14,41.08,17.37,100,105,1416113,1,9
2,0,0,5.42,22.58,36.48,10.79,100,105,144712,1,11
2,0,0,5.29,18.19,64.3,0.0,100,105,28779,3,11
2,0,0,5.05,20.08,46.18,0.0,100,105,40475,3,11
2,0,0,9.78,19.57,60.53,0.0,100,105,42161,3,11
2,0,0,5.07,14.99,27.13,0.0,100,105,53252,3,11
2,0,0,5.76,18.91,49.6,0.0,100,105,71506,1,11
2,2,1,6.55,98.48,35.66,9.29,500,105,3842294,1,11
6,4,4,3.59,28.07,31.31,15.21,500,106,117076,2,11
6,0,0,4.81,14.6,30.9,0.0,500,106,120996,2,11
6,0,0,2.66,10.05,0.0,0.0,500,106,151754,1,11
6,4,4,4.1,230.87,40.49,18.31,500,106,234257,1,7
29,0,0,0.0,9.84,0.0,0.0,100,107,0,3,11
29,0,0,4.5,11.66,0.0,0.0,100,107,12051,3,11
29,0,0,8.65,10.52,0.0,0.0,100,107,28196,3,11
29,0,0,6.02,11.22,0.0,0.0,100,107,4118,3,11
29,0,0,2.65,10.87,0.0,0.0,100,107,654,3,11
29,0,0,2.91,11.64,0.0,0.0,100,107,793,3,11
29,0,0,3.63,11.26,0.0,0.0,100,107,8223,3,11
29,0,0,8.89,12.61,0.0,0.0,100,107,8986,3,11
8,3,3,0.57,18.68,7.16,5.7,100,108,481112,0,4
32,3,3,6.05,283.1,29.77,13.24,500,109,1380922,1,11
32,0,3,6.05,283.1,29.77,13.24,500,109,1380922,1,11
32,4,0,4.48,420.33,34.26,14.31,500,109,317437,1,11
1,4,0,0.51,434.34,6.84,5.57,10000000,110,1086144,0,6
1,4,4,0.94,35.28,8.03,5.46,100,110,2182,3,6
1,5,4,0.83,105.75,8.24,6.1,100,110,2143688,0,6
1,4,5,0.56,326.39,7.54,6.16,1000,110,1267153,0,4
1,4,5,0.6,348.23,7.63,6.26,1000,110,2766475,0,6
1,4,4,0.73,44.57,7.66,5.81,1000,110,83152,0,6
1,0,3,0.53,1325.06,6.69,5.59,1000,110,882335,0,2
1,5,4,0.73,343.8,7.66,5.64,1000,110,940652,0,6
1,5,0,0.73,516.1,7.66,5.64,10000,110,940652,0,6
1,4,2,0.51,619.46,6.84,5.57,500,110,1086144,0,6
1,4,0,0.56,472.08,7.54,6.16,5000,110,1267153,0,4
1,5,0,0.6,429.2,7.63,6.26,5000,110,2766475,0,6
13,2,4,1.52,21.44,10.4,8.85,100,111,1140331,2,4
13,3,3,5.07,253.25,27.27,14.29,100,111,1152506,3,11
13,0,0,5.0,16.17,35.88,0.0,100,111,12484,3,11
13,0,3,6.93,19.02,39.22,16.76,100,111,128512,3,3
13,0,2,5.0,26.88,24.02,13.5,100,111,172285,3,11
13,0,0,7.83,18.69,52.0,0.0,100,111,4080,3,11
13,0,0,4.16,14.6,13.22,0.0,100,111,48029,3,11
13,0,0,5.41,19.38,46.39,0.0,100,111,55725,3,11
13,5,4,5.34,66.37,65.16,20.76,100,111,686318,3,3
13,0,0,4.05,16.87,53.7,0.0,100,111,72304,3,11
13,0,0,2.91,20.43,60.98,0.0,1000,111,14133,3,11
13,0,5,0.91,33.99,55.62,39.47,1000,111,204016,3,11
13,3,4,0.58,32.52,7.63,5.97,1000,111,2411141,2,2
13,0,0,3.32,19.59,59.58,0.0,1000,111,4376,3,11
13,0,0,10.83,14.69,33.28,0.0,1000,111,47042,3,11
13,0,0,5.56,17.88,50.47,0.0,1000,111,7214,3,11
13,0,0,5.79,16.68,37.3,0.0,1000,111,8522,3,11
8,3,3,2.39,20.97,16.93,9.07,100,112,17354,2,6
8,4,3,0.58,3528.99,7.34,5.99,100,112,186992,0,4
8,0,4,0.54,1315.1,6.73,5.63,100,112,213174,0,2
8,3,3,0.54,3218.93,6.95,5.46,100,112,284584,0,4
8,4,3,0.58,49.7,7.3,5.75,100,112,451194,0,4
8,0,0,3.11,20.13,15.71,4.64,100,112,5768,3,11
8,0,3,0.52,14.18,7.49,5.82,100,112,594537,2,2
8,3,1,0.88,12.36,8.86,6.14,100,112,80465,0,6
8,0,0,2.35,13.53,24.21,0.0,100,112,83845,3,11
8,0,0,2.73,54.57,16.74,9.74,100,112,90858,3,11
17,0,3,3.8,19.44,23.72,14.57,1000,113,5746,3,0
22,1,3,0.79,14.48,7.69,5.15,100,114,11733,0,8
22,0,0,6.13,10.89,25.29,0.0,1000,114,37516,1,11
11,0,0,4.94,14.56,19.45,0.0,100,115,12397,3,11
11,0,0,4.04,13.75,23.15,0.0,100,115,126045,3,11
11,0,4,5.8,18.04,37.81,19.3,100,115,140407,3,3
11,0,0,5.34,17.47,64.72,0.0,100,115,173155,3,11
11,3,3,5.06,238.7,27.26,14.29,100,115,181270,3,11
11,0,4,3.69,22.28,23.2,14.49,100,115,229493,3,11
11,0,0,5.01,15.33,32.51,0.0,100,115,23235,3,11
11,0,0,5.22,17.3,48.25,0.0,100,115,2950,3,11
11,3,2,4.99,762.43,23.86,13.45,100,115,77749,3,11
18,0,0,5.72,15.74,57.16,0.0,500,116,114647,1,11
18,4,4,5.07,27.89,47.22,22.97,500,116,178483,1,9
14,4,3,0.57,3563.24,7.28,5.65,100,117,140599,0,4
14,3,3,0.83,2976.64,7.88,5.32,100,117,405326,0,6
14,0,4,0.54,1242.89,6.77,5.63,100,117,5069,0,2
14,3,3,1.49,2709.77,10.96,5.99,100,117,96615,0,6
14,3,1,0.86,2127.15,8.13,4.72,1000,117,10061,0,6
14,3,3,0.72,1784.07,8.94,6.54,1000,117,14033,0,8
14,2,2,0.82,1164.47,7.76,4.73,1000,117,24291,0,6
14,3,2,0.72,3347.01,7.79,4.98,1000,117,39453,0,6
14,4,3,0.58,2872.8,7.32,5.69,1000,117,453033,0,4
14,4,0,0.57,2546.16,7.21,5.6,1000,117,87907,0,4
14,3,0,0.71,3334.08,7.75,4.97,25000,117,39453,0,6
14,0,0,1.1,1136.44,9.54,0.0,500,117,4657,3,6
14,0,0,0.7,1117.94,8.14,0.0,500,117,6743,3,4
14,0,3,3.47,21.09,22.54,14.42,500,117,7735,3,0
14,3,0,0.52,3189.48,6.61,5.01,5000,117,140599,0,4
14,2,0,0.51,2555.89,6.51,4.94,5000,117,453033,0,4
2,0,0,2.27,10.63,0.0,0.0,100,118,6833,3,11
1,4,0,3.91,1448.8,33.79,13.04,100,119,405499,1,11
1,0,0,9.64,190.6,34.22,12.9,100,119,531104,1,11
1,2,1,4.75,133.05,42.11,22.45,100,119,673246,1,1
8,4,3,0.67,43.71,7.33,5.15,100,120,321946,0,6
8,2,2,2.46,26.49,20.92,9.9,100,120,323718,2,6
27,4,3,0.62,42.74,7.91,6.45,500,121,237034,0,0
1,0,3,0.51,25.18,7.59,5.87,100,122,1331596,2,2
1,0,0,5.28,18.3,64.3,0.0,100,122,14449,3,11
1,0,0,1.65,13.61,14.67,0.0,100,122,15195,3,11
1,0,0,2.65,15.54,36.32,0.0,100,122,1711,3,11
1,0,1,9.74,22.38,60.2,19.67,100,122,25853,3,12
1,0,3,5.41,24.48,47.26,25.83,100,122,27349,3,11
1,0,4,5.79,18.37,37.47,19.06,100,122,31929,3,3
1,0,1,2.26,21.6,19.96,13.57,100,122,37106,3,0
1,3,3,3.34,102.92,22.71,12.16,100,122,756012,2,11
1,2,2,5.05,254.93,27.13,14.11,100,122,98985,3,11
19,3,2,0.6,1186.87,7.38,5.76,500,123,123528,0,4
19,4,4,2.7,19.41,17.42,10.31,500,123,127919,2,8
19,3,3,0.56,2129.31,7.12,5.48,500,123,143022,0,6
19,2,2,0.57,15.23,6.92,4.28,500,123,14749,0,4
19,4,5,0.6,1232.44,7.49,6.05,500,123,161112,0,6
19,0,0,3.09,13.72,20.35,0.0,500,123,173482,2,0
19,0,0,1.07,11.81,9.32,0.0,500,123,24478,3,6
19,0,3,0.5,12.38,7.6,5.83,500,123,25602,2,2
19,2,3,0.68,14.76,7.23,5.12,500,123,33954,0,6
19,2,2,0.68,11.95,7.33,5.07,500,123,4921,0,6
19,3,2,0.63,12.15,7.35,5.09,500,123,5802,0,6
19,0,0,0.76,11.17,8.33,0.0,500,123,786,3,6
19,0,0,0.64,11.52,8.27,0.0,500,123,80746,3,4
19,0,0,0.58,11.41,7.49,0.0,500,123,8919,3,4
19,3,3,5.11,32.16,27.26,13.66,500,123,93806,2,11
12,0,3,0.53,1281.56,6.71,5.59,1000,124,244522,0,2
12,3,4,0.57,1277.25,7.25,5.89,1000,124,338484,0,4
12,3,2,0.55,22.73,7.03,4.51,1000,124,460016,0,4
12,0,0,3.46,11.87,0.0,0.0,500,124,198679,2,11
1,2,1,4.0,100.82,47.53,26.85,100,125,125241,1,1
1,4,3,5.48,534.17,33.48,16.42,100,125,3060669,1,9
1,4,3,5.48,534.17,33.48,16.42,100,125,3060669,1,9
1,0,0,0.37,35.5,64.5,38.64,100,125,59456,1,11
1,1,0,6.4,20.29,38.5,18.59,100,125,631766,1,11
1,3,2,5.76,142.64,36.17,16.14,100,125,802304,1,9
13,0,3,3.73,23.06,23.47,14.49,100,126,106706,3,0
13,0,0,3.29,23.52,43.15,24.29,100,126,1153466,1,1
13,0,2,0.68,14.23,7.03,4.93,100,126,11953,3,6
13,5,4,0.71,42.09,8.22,5.96,100,126,12812,3,8
13,5,5,0.86,34.61,8.27,6.28,100,126,128459,0,8
13,5,4,1.87,71.97,15.06,9.84,100,126,33802,2,0
13,0,3,2.06,16.48,15.4,9.17,100,126,6486,3,8
13,0,4,5.14,25.36,40.97,20.05,100,126,64223,3,7
13,4,2,0.79,29.73,8.62,6.63,100,126,656999,0,2
13,0,0,5.58,13.39,19.21,0.0,100,126,74282,3,11
13,0,5,6.21,31.28,47.62,27.03,100,126,97954,3,7
13,5,3,0.57,26.12,7.26,5.91,1000,126,149678,0,6
13,4,4,0.66,56.36,7.7,6.16,1000,126,1961112,0,6
13,3,5,1.98,59.92,15.1,11.33,1000,126,27468,3,8
13,4,4,0.95,37.65,8.67,5.87,1000,126,294222,0,6
13,4,4,0.82,41.86,7.83,5.98,1000,126,601066,0,8
13,0,0,1.11,84.39,9.69,5.31,1000,126,87691,0,6
4,0,0,8.89,12.66,0.0,0.0,100,127,113527,1,11
22,0,3,5.14,21.57,36.52,17.23,100,127,25211,3,7
22,4,4,6.58,4187.22,51.68,27.44,100,127,3370668,1,1
22,0,0,6.58,4187.22,51.68,27.44,100,127,3370668,1,1
22,0,0,6.58,4187.22,51.68,27.44,100,127,3370668,1,1
22,0,3,5.6,17.52,36.95,18.65,100,127,845496,1,11
22,3,3,3.09,174.18,24.89,12.79,100,127,880255,2,11
4,0,0,8.48,14.07,37.45,0.0,100,127,92584,1,11
18,0,0,2.97,10.2,0.0,0.0,500,128,91161,1,11
17,2,1,0.69,13.7,7.28,4.83,1000,129,10826,0,6
17,3,3,0.74,32.6,7.52,5.26,1000,129,154053,0,6
17,3,3,0.98,67.88,8.16,5.5,1000,129,17438,0,6
17,3,2,1.26,32.87,8.87,5.18,1000,129,7222,0,6
17,3,2,1.26,56.92,8.87,5.18,1000,129,7222,0,6
6,4,0,0.57,4187.37,7.28,6.03,0,130,1139965,0,4
6,4,0,0.54,37.91,6.92,5.51,10000,130,21474,0,4
6,5,3,0.57,2844.23,7.28,6.01,500,130,1139965,0,4
6,4,4,0.59,1454.46,7.31,6.13,500,130,138573,0,4
6,3,3,0.99,43.34,8.64,5.82,500,130,1525,0,6
6,3,3,1.11,39.96,9.2,5.5,500,130,163193,0,6
6,2,2,0.88,25.63,7.95,5.0,500,130,16838,0,6
6,3,3,0.54,37.85,6.85,5.35,500,130,21474,0,4
6,3,3,2.76,16.04,17.1,9.44,500,130,24508,2,6
6,0,0,0.0,17.75,0.0,0.0,500,130,2833,0,6
6,0,0,5.15,11.07,0.0,0.0,500,130,31203,3,11
6,2,2,0.58,1298.56,7.12,5.71,500,130,32489,0,4
6,0,0,0.79,11.27,8.53,0.0,500,130,3496,3,6
6,4,0,0.99,30.52,8.64,6.02,5000,130,1525,0,6
6,2,0,0.88,29.66,7.95,5.05,5000,130,16838,0,6
0,0,0,2.53,12.48,0.0,0.0,1000,131,8054,2,11
0,4,4,4.44,49.5,37.54,18.51,1000,131,810427,1,11
0,0,0,4.88,15.74,49.44,0.0,1000,131,98658,1,11
0,0,0,0.0,0.0,0.0,0.0,1000,131,0,1,4
22,2,3,4.93,104.48,29.88,17.22,100,132,389374,2,7
22,4,4,6.38,233.64,53.51,24.98,100,132,875152,1,11
29,0,4,6.21,31.54,54.71,20.14,100,133,118318,1,1
29,0,0,10.55,53.38,44.1,13.37,100,133,120409,1,11
29,3,3,6.83,24.96,39.94,18.38,100,133,191203,1,9
29,0,0,10.29,15.53,47.64,0.0,500,133,7731,3,11
22,0,3,5.44,25.1,46.87,25.7,100,134,158514,3,11
22,0,2,7.87,35.91,51.75,25.21,100,134,17897,3,11
22,2,2,5.05,42.72,26.97,13.87,100,134,190476,3,11
22,0,2,3.74,28.54,23.14,14.38,100,134,190677,3,0
22,0,0,6.0,13.43,19.36,0.0,100,134,37392,3,11
22,0,4,5.22,27.77,65.18,21.0,100,134,49276,3,3
22,2,2,4.97,41.91,23.63,13.18,100,134,74502,3,11
22,0,1,5.57,20.45,38.08,18.54,100,134,84587,3,11
22,0,0,3.95,18.01,52.89,0.0,100,134,87918,3,11
0,0,2,0.57,1906.35,7.2,5.88,1000,135,78474,0,4
0,4,4,1.02,21.09,9.44,6.27,1000,135,78978,0,8
6,0,0,3.84,12.61,19.56,4.38,500,136,5247,3,11
5,0,5,0.58,2845.05,7.42,6.07,0,137,179004,0,4
5,3,2,0.53,2995.08,6.42,5.38,1000,137,16425,0,4
5,0,2,0.53,2995.08,6.42,5.38,1000,137,16425,0,4
5,3,1,0.68,24.76,7.01,12.45,1000,137,7155,0,6
5,3,5,0.58,2845.6,7.42,6.07,5000,137,179004,0,4
5,0,5,0.55,1247.78,6.86,5.75,5000,137,3855,0,2
13,0,0,7.8,23.11,46.91,18.06,100,138,160752,1,9
13,0,0,0.6,21.59,69.07,0.0,100,138,262796,1,11
13,3,0,3.77,52.87,49.82,28.38,100,138,484061,1,5
27,3,4,4.41,54.6,56.01,30.5,500,139,479048,1,1
27,0,0,4.18,244.8,30.56,14.48,500,139,60355,1,11
27,4,4,5.48,38.26,31.64,15.31,500,139,612042,1,11
27,0,0,2.58,16.1,30.06,12.12,500,139,94125,3,11
27,0,0,3.63,15.97,36.82,0.0,500,139,944504,1,11
1,3,5,1.27,43.53,8.98,6.93,1000,140,168762,0,6
1,0,0,0.6,11.6,7.68,0.0,500,140,1080167,3,4
1,0,0,0.0,10.86,0.0,0.0,500,140,113103,3,4
1,0,0,0.62,11.43,7.74,0.0,500,140,164642,3,4
1,0,0,0.56,11.39,7.27,0.0,500,140,23109,3,4
1,0,0,0.76,11.66,8.36,0.0,500,140,41614,3,6
1,0,0,0.54,32.2,7.41,6.33,5000,140,3349,0,4
29,0,0,4.94,18.81,37.29,19.0,100,141,103151,1,5
29,3,3,1.24,52.63,15.61,8.81,100,141,16912,2,4
29,0,0,5.18,20.29,43.64,25.4,100,141,285684,1,11
29,0,3,2.32,22.72,25.09,14.44,100,141,326301,2,11
29,2,3,3.73,447.71,26.16,14.07,100,141,426759,2,11
29,0,0,6.45,16.96,37.43,0.0,100,141,63981,1,11
29,0,0,6.25,15.38,30.14,0.0,150,141,331053,1,11
29,5,2,1.89,30.96,14.54,7.34,500,141,1757,3,8
29,4,3,5.28,67.78,37.37,15.38,500,141,213158,3,11
29,5,3,4.58,65.17,31.3,14.33,500,141,220581,3,11
29,3,2,0.67,45.08,7.25,5.13,500,141,24410,0,6
32,0,0,0.0,27.89,0.0,0.0,0,244,327,0,2
28,3,5,2.25,166.04,38.04,19.0,100,173,0,1,9
28,0,0,0.92,14.63,14.91,0.0,100,81,124787,2,8
28,0,0,0.54,12.49,8.08,7.49,100,81,15758,2,6
28,3,0,0.0,84.14,0.0,0.0,100,81,195401,2,0
28,5,3,0.29,35.87,3.29,4.69,100,81,314409,0,4
28,3,0,0.0,29.3,0.0,0.0,100,81,36174,0,4
28,0,0,0.0,18.11,0.0,0.0,100,81,3841,3,11
28,0,0,0.0,16.59,0.0,0.0,100,81,82843,1,11
28,0,0,0.03,10.66,3.19,0.0,100,81,8334,2,4
12,1,0,0.0,27.88,0.0,0.0,1000,38,12075,1,11
28,0,0,0.0,11.03,0.0,0.0,1000,81,128495,0,4
12,2,0,0.0,82.25,0.0,0.0,1000,38,30029,1,11
23,3,0,0.0,15.58,0.0,0.0,1000,32,3922,0,4
12,3,0,0.0,15.8,0.0,0.0,1000,38,47468,2,11
12,3,0,0.0,29.08,0.0,0.0,1000,38,546,0,4
28,4,0,0.0,23.3,0.0,0.0,1000,81,54995,0,6
12,0,0,0.83,68.43,7.78,5.19,1000,38,617666,0,6
12,0,0,0.83,68.43,7.78,5.19,1000,38,617666,0,6
16,0,0,0.0,0.0,0.0,0.0,1000,3,0,3,2
32,0,0,0.0,25.77,0.0,0.0,10000,11,192,0,2
12,2,0,0.0,24.39,0.0,0.0,10000,38,19875,0,4
32,0,0,0.0,26.84,0.0,0.0,10000,11,308,0,2
12,3,0,0.0,27.86,0.0,0.0,10000,38,546,0,4
8,0,0,5.95,352.14,31.35,13.85,500,30,1032286,2,11
8,0,0,5.95,352.14,31.35,13.85,500,30,1032286,2,11
12,0,0,0.0,9.45,0.0,0.0,500,38,108216,1,11
21,3,0,0.0,2251.93,0.0,0.0,500,7,1177,0,4
11,0,0,0.0,594.88,0.0,0.0,500,27,131168,1,11
29,5,0,0.0,34.92,0.0,0.0,500,1,14592,0,4
21,2,0,0.0,23.67,0.0,0.0,500,7,1589,2,11
12,0,0,0.0,10.71,0.0,0.0,500,38,15777,0,4
11,0,0,5.06,238.7,27.26,14.29,500,27,181270,3,11
8,0,0,0.82,76.44,7.86,5.45,500,30,37165,0,6
8,0,0,0.82,76.44,7.86,5.45,500,30,37165,0,6
29,4,0,0.0,66.61,0.0,0.0,500,1,5231,0,6
29,2,0,0.0,29.78,0.0,0.0,500,1,7611,0,6
21,2,0,0.0,30.76,0.0,0.0,500,7,9125,1,11
33,0,0,0.0,0.0,0.0,0.0,500,157,0,1,6
21,0,0,0.0,0.0,0.0,0.0,500,7,0,3,2
23,5,0,0.0,25.99,0.0,0.0,5000,32,51034,0,4
19,3,3,5.88,49.33,35.05,16.71,500,142,2604177,1,7
19,4,2,5.36,154.59,35.32,16.66,500,142,4020484,1,1
12,3,3,4.59,27.79,48.42,21.32,500,143,363862,1,1
6,0,0,5.04,11.74,0.0,0.0,500,144,6336,3,11
30,2,2,4.89,72.52,46.48,23.2,500,145,1056,1,0
4,0,0,0.0,10.19,0.0,0.0,100,146,0,3,11
4,0,0,0.0,10.12,0.0,0.0,100,146,1129,3,11
4,0,0,6.89,16.25,37.82,0.0,100,146,110795,3,11
4,0,0,3.32,18.43,58.93,0.0,100,146,13465,3,11
4,0,0,5.03,15.38,32.75,0.0,100,146,14972,3,11
4,2,3,5.04,54.32,26.92,14.16,100,146,152747,3,11
4,0,0,3.91,15.9,0.0,0.0,100,146,23274,3,11
4,0,0,10.86,14.19,34.68,0.0,100,146,2483,3,11
4,0,0,5.39,10.42,0.0,0.0,100,146,3498,3,11
4,0,0,7.89,13.38,0.0,0.0,100,146,3941,3,11
4,0,0,0.0,0.0,0.0,0.0,100,146,0,3,6
27,3,4,1.79,23.1,15.92,10.47,500,147,508838,2,8
20,4,5,9.08,106.72,68.83,37.77,500,148,1594006,1,11
3,0,0,0.76,10.69,0.0,0.0,1000,149,11035,0,6
