AMC,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
3,0,0,3.28,11.5,0.0,0.0,1000,149,127949,2,11
3,0,0,0.54,1081.08,6.75,0.0,1000,149,1795,0,2
3,0,0,0.55,1083.5,6.99,0.0,1000,149,257508,0,4
3,0,0,0.57,1086.81,7.29,0.0,1000,149,499562,0,4
3,0,0,3.1,10.92,0.0,0.0,500,149,10301,2,11
3,0,0,5.79,12.52,0.0,0.0,500,149,138946,1,11
3,0,0,5.98,14.62,45.21,0.0,500,149,361265,1,11
3,0,0,0.47,10.69,0.0,0.0,500,149,76247,2,2
3,0,0,0.0,10.24,0.0,0.0,500,149,99565,1,11
26,0,0,5.61,15.26,27.49,0.0,500,150,12127,1,11
26,0,0,5.39,12.72,15.95,0.0,500,150,67339,1,11
13,0,0,5.21,12.4,0.0,0.0,100,151,15655,3,11
13,0,0,5.56,11.91,0.0,0.0,100,151,7577,3,11
5,3,3,3.21,92.48,41.58,18.63,1000,152,37919,1,11
5,4,3,3.43,59.41,55.52,29.13,1000,152,50275,1,1
5,0,0,4.24,18.43,46.85,0.0,1000,152,69661,1,11
5,3,0,3.28,101.06,42.56,19.27,5000,152,37919,1,1
10,4,0,0.52,5622.79,6.64,5.3,10000,153,273636,0,4
10,4,3,0.6,47.19,7.49,6.01,500,153,20604,0,4
10,5,3,0.58,3718.59,7.35,6.0,500,153,273636,0,4
10,3,3,0.65,38.21,7.94,6.05,500,153,30363,0,4
10,0,2,0.53,1282.51,6.69,5.59,500,153,32482,0,2
16,3,3,6.3,285.63,43.03,21.75,100,154,1763864,1,12
16,0,0,7.53,16.22,39.76,0.0,100,154,271546,1,11
16,4,4,5.9,136.05,48.68,24.3,100,154,5136636,1,1
16,4,4,4.36,62.28,32.31,17.26,100,154,651025,2,7
31,2,2,1.23,16.4,13.1,7.52,500,155,12926,2,8
31,3,3,1.94,19.94,19.4,10.19,500,155,155442,2,11
31,0,0,1.3,11.66,9.63,0.0,500,155,16541,0,6
31,2,1,0.53,1166.99,6.49,5.23,500,155,17908,0,4
31,3,2,0.8,14.29,7.71,5.04,500,155,28973,0,6
31,0,4,0.58,2378.78,7.35,6.02,500,155,509374,0,4
31,2,2,4.65,17.99,26.6,12.56,500,155,65195,2,11
31,3,1,1.25,22.13,8.94,4.73,500,155,8069,0,6
31,2,2,0.84,12.12,7.76,4.78,500,155,9119,0,6
0,0,0,5.98,20.34,60.49,0.0,1000,156,49485,1,11
0,0,0,5.04,14.08,26.98,0.0,500,156,7622,3,11
33,0,0,0.0,10.01,0.0,0.0,100,157,0,2,2
33,0,0,3.84,13.72,24.05,0.0,100,157,114372,2,11
33,0,0,7.0,14.55,0.0,0.0,100,157,121669,1,11
33,0,0,4.12,12.55,0.0,0.0,100,157,13602,2,11
33,0,0,6.17,12.94,0.0,0.0,100,157,144654,1,11
33,0,0,10.07,13.02,0.0,0.0,100,157,17414,1,11
33,0,0,7.68,11.47,0.0,0.0,100,157,23971,1,11
33,0,0,7.1,18.85,50.14,0.0,100,157,242673,1,11
33,0,0,6.9,17.1,38.18,0.0,100,157,402607,1,11
33,0,0,9.04,12.36,0.0,0.0,100,157,52026,1,11
33,0,0,6.32,14.77,38.17,0.0,100,157,59947,1,11
33,0,0,3.14,12.71,21.44,0.0,100,157,74509,2,0
33,0,0,0.0,1128.68,0.0,0.0,500,157,1423,0,2
33,0,0,7.29,17.07,42.76,0.0,500,157,27824,1,11
33,3,3,0.53,1289.79,6.7,5.53,500,157,28226,0,4
33,0,2,0.57,1330.81,7.23,5.76,500,157,28593,0,4
27,0,0,0.0,10.26,0.0,0.0,500,158,783676,1,11
14,4,3,8.02,96.53,57.6,22.85,100,159,620514,1,1
7,0,0,4.25,12.99,0.0,0.0,1000,159,167753,1,11
14,4,3,9.02,169.73,57.43,26.03,500,159,558905,1,1
1,0,0,0.0,9.82,0.0,0.0,500,160,32834,3,11
22,4,0,1.29,36.83,9.48,5.63,0,161,187687,0,6
22,3,1,2.2,19.62,14.05,7.81,100,161,16315,3,8
22,3,2,1.3,36.25,9.49,5.54,100,161,187687,0,6
22,3,2,1.3,36.25,9.49,5.54,100,161,187687,0,6
22,3,2,1.3,36.25,9.49,5.53,100,161,187687,0,6
22,0,0,1.48,16.95,10.92,6.72,100,161,835144,0,6
22,2,3,5.24,29.97,39.24,19.49,500,161,346701,3,7
6,4,4,1.03,20.79,8.1,9.01,500,162,1416,0,8
6,0,0,0.0,11.17,0.0,0.0,500,162,1894,0,6
6,4,3,0.78,27.4,7.5,5.4,500,162,21227,0,6
6,2,2,0.85,11.84,7.5,4.77,500,162,2724,0,6
6,5,4,3.88,23.82,25.84,13.97,500,162,411183,2,11
6,3,3,1.87,43.1,13.25,7.38,500,162,75092,2,8
14,5,4,0.58,3396.92,7.35,5.99,500,163,112893,0,4
14,4,0,0.54,3020.71,6.78,5.43,5000,163,112893,0,4
6,0,0,6.79,12.95,0.0,0.0,500,164,115299,1,11
12,0,4,5.32,32.3,64.55,20.41,500,165,13548,3,3
12,0,3,5.06,29.04,27.2,14.21,500,165,29358,3,11
11,0,0,4.21,16.59,61.97,0.0,100,166,134449,1,11
11,0,0,1.95,22.17,86.35,0.0,100,166,395235,1,11
11,0,0,8.82,15.44,50.24,0.0,100,166,82562,1,11
13,0,0,9.64,216.77,39.37,11.83,100,167,1421198,1,11
13,5,0,5.82,545.38,22.9,19.27,100,167,181482,1,1
13,0,0,3.97,30.36,32.79,18.71,100,167,184606,1,11
13,0,0,5.73,42.08,31.42,18.48,100,167,255688,1,11
13,0,5,8.25,39.25,62.06,22.18,100,167,480786,1,9
13,4,5,4.57,110.25,37.52,20.09,100,167,6422282,1,9
13,2,3,5.68,297.94,53.37,23.77,100,167,662463,1,1
13,0,0,3.33,35.96,54.73,28.64,100,167,675168,1,1
13,3,3,5.58,124.29,21.98,13.59,100,167,817589,1,11
13,2,3,6.69,92.7,35.96,23.99,100,167,873078,1,12
13,2,2,6.74,950.53,36.75,17.56,500,167,1490737,1,7
23,2,0,0.0,26.03,0.0,0.0,1000,168,1040,0,4
23,3,3,1.25,2495.11,9.19,5.39,1000,168,11013,0,6
23,1,2,4.32,15.22,19.09,10.39,1000,168,112369,2,11
23,0,2,0.52,17.46,7.21,5.53,1000,168,11319,2,2
23,2,3,6.71,65.87,34.4,15.98,1000,168,1140838,1,1
23,3,3,1.33,28.76,9.53,5.52,1000,168,11525,0,6
23,3,3,0.57,1251.72,7.09,5.76,1000,168,22159,0,4
23,4,3,0.54,32.26,6.72,5.49,1000,168,24309,0,4
23,3,0,0.0,39.32,0.0,0.0,1000,168,2776,0,4
23,5,3,0.57,321.76,7.28,5.97,1000,168,44741,0,4
23,4,0,0.0,21.31,0.0,0.0,1000,168,4583,0,6
23,0,0,6.63,12.38,0.0,0.0,1000,168,5423,1,11
23,1,1,6.36,350.47,26.38,11.52,1000,168,61839,1,11
23,0,0,6.88,11.97,0.0,0.0,1000,168,6739,3,11
23,2,3,1.52,47.3,9.77,6.47,1000,168,7902,2,4
23,3,3,0.82,40.49,7.35,5.21,1000,168,9632,0,6
23,0,3,0.54,1267.75,6.73,5.63,1000,168,9965,0,2
23,2,2,6.0,35.14,26.04,15.87,500,168,77722,1,7
27,4,3,0.58,5638.88,7.28,5.86,500,169,1282842,0,6
27,5,2,0.53,3963.07,6.67,5.58,500,169,1696896,0,2
27,4,2,0.56,39.11,7.11,5.74,500,169,2868606,0,6
27,3,4,0.56,32.05,7.64,6.28,500,169,3241526,2,2
27,4,3,0.57,3866.56,7.28,5.95,500,169,6757048,0,6
27,4,0,0.57,3903.85,7.28,5.95,50000,169,6757048,0,6
10,3,2,6.39,2818.67,52.42,22.7,500,170,1274575,1,1
10,3,3,5.44,188.04,49.21,28.58,500,170,1442333,1,12
10,1,2,6.06,194.05,38.88,17.24,500,170,367459,1,9
10,0,0,5.79,10.46,0.0,0.0,500,170,434769,1,11
10,2,0,5.37,257.81,67.11,29.09,500,170,538137,1,1
2,3,2,2.7,21.7,18.71,8.7,100,171,10125,2,8
2,1,1,3.72,39.27,24.48,8.81,100,171,130254,2,11
2,0,4,1.07,13.57,9.43,6.06,100,171,1429,3,6
2,3,3,4.67,20.63,29.26,12.88,100,171,252346,2,11
2,4,3,1.27,27.84,8.59,5.5,1000,171,167962,0,6
2,1,1,5.78,20.69,27.01,9.95,1000,171,169058,2,11
2,0,1,5.86,20.22,40.61,12.81,1000,171,3937,3,11
2,0,1,3.28,15.79,19.82,8.23,1000,171,7628,3,0
2,0,1,5.03,18.81,36.7,10.79,1000,171,9507,3,11
27,0,0,5.89,16.89,39.29,0.0,500,172,1844866,1,11
27,0,3,3.64,112.32,28.93,14.2,500,172,2298672,1,11
27,3,3,5.41,187.22,38.68,23.92,500,172,3306853,1,12
27,3,3,3.88,340.14,28.03,12.88,500,172,3557057,1,11
27,2,0,4.39,385.01,13.45,10.51,500,172,678862,1,11
27,3,3,4.94,285.21,25.15,12.46,500,172,7340539,2,11
11,0,0,5.64,15.19,32.55,0.0,100,173,315002,1,11
11,4,4,4.41,1176.82,33.75,20.65,100,173,3778308,1,9
11,0,0,3.55,14.94,29.18,0.0,100,173,66368,1,11
9,5,2,0.57,3161.19,7.29,5.88,100,174,572245,0,4
9,4,0,0.57,2874.3,7.29,5.87,100,174,572245,0,4
9,0,3,0.53,1273.34,6.7,5.59,100,174,57379,0,2
13,5,1,0.59,510.75,7.58,6.14,100,175,1974404,0,4
13,5,5,0.61,27.91,7.65,6.21,100,175,2690681,0,6
13,4,4,0.6,357.04,7.57,6.18,100,175,2911899,0,4
13,4,2,0.54,399.1,7.53,6.01,100,175,896552,0,6
13,5,5,0.52,30.65,7.41,6.02,100,175,92254,0,6
13,4,0,1.18,23.01,9.32,5.43,1000,175,236216,0,6
13,5,5,0.85,96.31,8.18,6.2,1000,175,639024,0,6
10,0,0,0.0,10.02,0.0,0.0,500,175,56722,0,6
13,0,4,0.53,1322.55,6.74,5.6,500,175,877732,0,2
13,5,4,0.58,366.05,7.35,5.97,99,175,5059687,0,6
23,0,0,5.26,42.15,30.98,2.58,1000,176,138069,3,11
23,0,0,7.87,11.08,24.1,0.0,1000,176,5784,3,11
23,2,0,4.08,14.57,22.93,9.86,1000,176,975,3,11
18,0,4,0.58,1608.97,7.35,6.03,500,177,141661,0,6
18,4,3,4.29,27.0,35.22,17.63,500,177,143217,2,7
18,0,3,0.53,1270.13,6.69,5.6,500,177,20248,0,2
18,3,4,0.56,1299.27,7.14,5.75,500,177,25038,0,4
18,0,0,3.23,11.33,0.0,0.0,500,177,49831,2,0
18,1,1,1.08,13.54,8.7,4.61,500,177,5426,0,6
18,4,3,2.39,20.11,16.21,9.34,500,177,54363,2,8
18,3,2,0.56,1543.0,6.91,5.38,500,177,5554,0,6
18,3,2,0.69,11.98,7.48,5.13,500,177,6368,0,6
18,0,0,3.63,14.38,26.21,0.0,500,177,88622,2,11
18,0,2,0.38,11.82,6.22,4.7,500,177,9853,2,2
17,5,3,0.58,4471.72,7.37,5.96,1000,178,1140317,0,4
17,3,2,0.54,37.33,6.84,5.38,1000,178,153572,0,4
17,0,1,0.46,1130.37,6.26,0.0,1000,178,2945,0,2
17,2,2,0.55,1251.88,6.63,5.67,1000,178,34112,0,4
17,0,2,0.53,1269.74,6.66,5.57,1000,178,4871,0,2
27,0,0,2.3,11.54,0.0,0.0,500,179,1127011,1,11
24,0,1,0.55,1375.49,6.93,5.65,1000,180,231835,0,4
10,3,0,0.0,123.5,0.0,0.0,500,181,108,3,11
10,4,0,0.0,37.77,0.0,0.0,500,181,1389,3,6
10,3,4,2.37,160.59,21.38,15.43,500,181,133911,3,0
10,5,0,0.0,60.06,0.0,0.0,500,181,163,3,8
10,4,0,0.0,48.79,0.0,0.0,500,181,1888,3,6
10,2,2,2.8,19.07,18.69,11.15,500,181,555,3,0
10,4,0,0.0,82.08,0.0,0.0,500,181,601,3,0
13,0,4,5.89,19.43,44.78,22.59,100,182,1716738,1,7
27,3,4,0.74,12.52,8.04,6.24,500,183,113526,0,4
27,4,4,0.55,3294.07,7.1,5.57,500,183,118282,0,4
27,4,4,0.71,30.08,7.44,5.45,500,183,1329965,0,6
27,3,3,0.76,14.5,7.53,5.39,500,183,2017619,0,6
27,0,0,1.62,11.85,11.72,0.0,500,183,214883,0,6
27,4,2,0.74,2922.1,7.41,5.13,500,183,377424,0,6
27,4,0,0.55,3352.14,7.1,5.57,5000,183,118282,0,4
27,4,0,0.71,34.04,7.44,5.45,5000,183,1329965,0,6
24,0,0,0.93,10.8,0.0,0.0,1000,184,102837,2,8
24,5,5,1.03,14.21,16.19,11.45,1000,184,219703,2,8
24,4,5,5.36,30.99,33.46,19.86,1000,184,415225,1,7
24,0,5,3.5,80.0,36.16,17.74,1000,184,7849029,1,7
24,0,0,0.53,10.65,0.0,0.0,1000,184,97138,2,2
17,2,2,2.64,26.43,14.83,8.46,1000,185,2016,2,8
20,0,0,0.0,10.44,0.0,0.0,500,186,1137,3,6
20,0,2,0.13,11.67,8.64,0.0,500,186,2578,3,6
20,2,1,0.47,15.75,6.08,4.78,500,186,31387,0,4
20,0,1,0.55,13.12,6.92,5.57,500,186,75234,0,4
20,0,2,4.4,14.12,21.79,0.0,500,186,9976,3,11
11,0,0,3.59,24.2,46.16,23.67,100,187,154584,1,1
11,2,1,3.46,49.55,56.45,36.21,100,187,256779,1,11
30,3,3,5.31,189.02,35.63,18.57,1000,188,8295,1,11
30,2,0,4.93,48.11,25.97,13.39,500,188,442,3,11
28,2,2,3.97,98.14,50.33,25.66,100,189,105311,1,11
28,3,2,8.14,103.8,40.98,21.33,100,189,162947,1,1
28,3,0,5.91,389.93,39.7,18.8,100,189,285353,1,1
28,3,0,4.24,144.42,41.53,18.76,500,189,98668,1,11
28,3,3,5.26,169.07,33.27,16.04,100,190,115629,1,9
28,2,4,3.73,35.08,22.19,11.87,100,190,15744,2,0
28,0,0,5.71,14.93,29.91,0.0,100,190,222045,1,11
28,1,2,8.2,269.1,41.01,24.04,100,190,350282,1,12
28,2,3,5.56,22.0,27.45,13.87,100,190,366553,1,11
28,0,0,8.18,33.97,34.28,18.29,100,190,389127,1,1
28,3,3,4.86,162.79,28.58,13.67,100,190,53282,2,0
28,0,3,4.86,162.79,28.58,13.67,100,190,53282,2,0
28,3,2,5.23,87.64,37.93,17.07,100,190,71296,1,1
27,0,4,5.33,20.37,64.89,20.66,500,191,131139,3,3
27,0,4,3.85,21.82,23.77,14.68,500,191,202777,3,0
27,0,0,4.98,13.42,23.72,0.0,500,191,21572,3,11
27,0,0,5.49,26.02,35.61,17.57,500,191,22886,1,7
27,2,2,5.06,222.61,27.13,14.18,500,191,848397,3,11
27,1,0,1.21,32.87,65.15,38.42,500,192,485111,1,11
27,3,0,2.44,106.31,38.01,13.96,500,192,67549,1,11
12,0,0,0.74,11.63,8.31,0.0,1000,193,192172,3,6
12,3,3,1.87,58.93,17.71,8.81,500,193,1334,2,8
12,3,3,3.1,42.78,22.74,11.36,500,193,15024,2,0
12,0,3,0.49,18.04,7.49,5.75,500,193,250559,2,2
12,5,5,2.02,32.62,25.18,12.8,500,193,44996,2,8
32,5,0,0.62,2871.64,7.24,6.78,0,194,214369,0,6
32,5,5,0.6,4008.6,7.05,6.59,500,194,214369,0,6
32,2,4,1.21,16.07,7.65,11.17,500,194,34315,0,8
32,3,3,0.89,17.2,7.42,6.12,500,194,3991,0,6
19,0,0,3.8,11.39,0.0,0.0,500,195,163835,2,0
13,0,0,5.74,62.78,19.52,11.46,100,196,331671,1,11
13,0,0,4.74,26.46,13.18,8.0,1000,196,12323,3,11
28,3,0,3.01,30.2,13.2,5.93,100,197,11435,3,11
28,5,5,6.69,101.09,29.02,19.17,100,197,144421,1,1
28,2,4,5.03,184.29,47.18,18.8,100,197,9567,3,3
8,4,0,1.14,93.24,43.99,20.25,100,198,131819,1,1
8,3,3,5.37,636.35,47.77,20.44,100,198,1424648,1,9
8,3,3,3.31,341.82,61.86,33.81,100,198,550038,1,11
8,4,4,6.0,142.68,46.47,20.55,500,198,1748827,1,7
13,0,0,6.17,23.23,38.85,18.31,100,199,9709,1,9
11,3,5,5.81,221.34,41.73,28.18,100,200,143296,1,9
11,0,4,5.46,1920.59,41.77,26.87,100,200,6343649,1,7
11,3,4,5.29,1393.78,44.32,24.68,500,200,1642231,1,7
20,0,2,2.01,14.75,19.94,10.39,500,201,4322,3,0
20,0,2,3.4,16.65,27.47,13.65,500,201,6765,3,11
22,2,2,5.5,132.0,40.45,20.2,500,202,1646539,1,7
28,2,3,7.59,1414.49,55.03,25.87,100,203,1271329,1,11
10,2,1,0.93,55.46,7.36,4.67,500,204,14619,0,6
10,0,0,2.28,13.98,23.26,0.0,500,204,226178,2,11
10,4,4,0.66,21.05,7.53,5.43,500,204,59399,0,6
4,1,3,1.24,29.95,10.21,6.75,100,205,14101,2,4
4,0,0,6.66,18.17,51.08,0.0,100,205,150996,1,11
4,3,3,6.88,79.21,40.49,16.89,100,205,168682,1,7
4,3,3,5.11,45.61,29.29,13.49,100,205,1901,3,0
4,3,2,1.59,55.78,72.37,32.54,100,205,196483,1,11
4,4,0,4.03,39.67,22.4,10.91,100,205,2031,3,0
4,2,2,2.75,23.74,20.56,9.4,100,205,23219,2,8
2,0,0,5.32,10.34,0.0,0.0,100,205,24814,3,11
4,4,3,2.03,32.17,13.72,7.7,100,205,66,3,8
32,1,2,2.99,149.79,49.37,24.37,500,206,24533,1,1
32,3,0,3.77,279.79,54.04,32.28,500,206,38431,1,11
9,4,3,6.16,45.74,42.81,25.19,100,207,41415,1,11
9,4,4,6.78,100.38,58.8,26.58,100,207,740059,1,1
29,3,4,2.4,20.37,20.17,12.22,100,208,1020751,2,0
29,0,0,6.07,16.63,32.67,15.24,100,208,6925,1,11
29,0,4,0.54,13.62,7.58,5.79,150,208,1180218,2,2
29,0,0,4.16,19.25,57.03,0.0,150,208,57464,3,11
29,2,3,6.42,45.76,35.27,18.62,500,208,480605,1,11
22,4,5,4.88,90.38,35.65,22.62,100,209,328844,1,7
22,2,0,6.15,304.3,44.0,28.88,100,209,3811528,1,1
22,0,3,5.87,528.06,50.0,19.03,100,209,864795,1,1
22,4,5,5.74,182.06,47.84,31.17,100,210,6099955,1,11
6,3,2,5.41,43.23,24.95,13.89,500,211,17057,1,11
10,0,0,1.09,10.83,9.2,1.78,500,212,1686,3,11
10,0,0,5.42,68.45,31.44,4.37,500,212,351993,3,11
6,0,0,6.21,16.34,41.08,0.0,500,213,139345,1,11
6,3,3,6.16,28.57,47.66,20.93,500,213,144347,1,1
6,3,0,7.15,296.78,47.96,21.04,500,213,275815,1,1
6,3,3,2.74,23.27,35.32,16.9,500,213,71951,1,9
6,3,3,7.0,96.99,43.98,17.87,500,213,96705,1,7
22,0,3,3.18,371.87,60.55,34.92,100,214,763802,1,11
17,0,2,0.5,13.13,7.1,5.6,1000,215,14162,2,2
17,2,1,1.8,79.29,10.61,5.78,1000,215,5081,2,8
17,1,2,4.54,198.1,30.37,12.97,1000,215,55875,2,11
25,0,0,0.08,12.02,0.0,0.0,1000,216,104035,1,11
25,0,0,4.24,17.53,61.66,0.0,1000,216,106747,1,11
25,5,0,2.34,718.62,39.69,21.55,1000,216,1126223,1,1
25,5,5,5.69,95.71,43.68,21.85,1000,216,114527,1,9
25,0,0,2.84,17.38,50.39,0.0,1000,216,140336,2,11
25,0,0,7.37,19.37,59.8,0.0,1000,216,158621,1,11
25,0,0,3.43,21.89,65.93,0.0,1000,216,211886,1,11
25,0,0,5.56,16.21,43.33,0.0,1000,216,217933,1,11
25,5,5,2.56,442.13,33.07,18.36,1000,216,230031,2,7
25,0,0,3.43,16.02,0.0,0.0,1000,216,235129,1,11
25,0,5,0.54,11.26,7.12,0.0,1000,216,24273,0,2
25,5,2,0.56,39.15,6.98,5.85,1000,216,248601,0,6
25,5,5,5.08,282.99,54.5,30.86,1000,216,2553499,1,12
25,0,0,3.45,25.4,51.23,32.37,1000,216,270218,1,11
25,3,5,7.55,140.8,47.9,24.84,1000,216,272526,2,0
25,0,0,3.85,37.67,48.24,27.9,1000,216,33392,1,9
25,0,0,3.93,11.97,0.0,0.0,1000,216,33819,1,11
25,5,5,2.22,129.58,51.81,27.1,1000,216,370681,1,1
25,0,0,8.13,17.62,61.75,0.0,1000,216,43152,1,11
25,0,0,5.97,14.08,40.64,0.0,1000,216,45759,1,11
25,0,0,3.39,14.59,0.0,0.0,1000,216,47896,1,11
25,0,0,6.67,17.65,49.65,0.0,1000,216,65536,1,11
25,0,0,3.68,109.73,51.26,24.75,1000,216,770973,1,7
25,5,5,2.72,246.75,50.02,30.17,1000,216,936738,1,1
25,0,4,0.78,11.24,7.26,0.0,1000,216,9962,0,6
13,4,4,5.44,90.34,47.54,23.53,100,217,1009343,1,9
13,0,0,2.32,13.82,18.35,0.0,100,217,111622,3,0
13,5,0,5.19,164.79,43.94,22.52,100,217,140333,1,1
13,3,0,5.96,821.83,46.46,23.23,100,217,1427976,1,1
13,0,0,5.76,35.6,43.03,29.58,100,217,238405,1,1
13,0,0,5.17,17.29,35.29,0.0,100,217,262249,1,11
13,0,5,6.65,27.09,41.98,24.8,100,217,273667,1,1
13,0,0,4.76,14.92,14.3,2.07,100,217,3234,3,11
13,5,5,3.42,381.58,35.12,23.06,100,217,4009535,2,7
13,4,4,3.14,715.74,30.24,22.27,100,217,4820126,2,7
13,4,5,4.09,468.41,42.98,26.19,100,217,5015417,1,1
13,4,4,2.55,70.89,22.41,13.87,100,217,611034,2,11
13,0,0,1.2,10.14,0.0,0.0,100,217,979122,1,6
13,3,0,5.54,218.82,38.23,20.2,1000,217,184528,3,1
13,3,4,5.44,163.46,35.72,18.52,1000,217,18763,3,11
13,3,4,2.36,113.82,21.55,13.88,1000,217,226311,3,0
10,4,3,0.65,92.22,7.22,5.22,500,218,79952,0,6
10,0,3,0.65,92.22,7.22,5.22,500,218,79952,0,6
20,2,1,8.72,23.23,23.53,14.37,500,219,131531,2,11
29,0,0,2.36,45.54,37.28,15.96,100,220,98543,1,1
15,5,4,4.79,110.48,57.23,29.9,100,221,105444,1,1
15,4,5,3.02,166.22,41.67,19.91,100,221,39257,1,7
15,0,5,3.87,108.35,58.11,28.46,100,221,42283,1,7
1,4,3,1.93,63.16,12.58,8.33,100,222,139688,2,8
1,4,3,1.93,63.16,12.58,8.33,100,222,139688,2,8
1,2,1,5.89,941.69,33.97,11.62,100,222,62977,1,11
1,0,0,9.69,18.56,36.97,12.3,100,222,69993,1,11
1,2,2,4.9,1528.92,29.02,12.3,100,222,798334,2,11
27,5,5,1.95,69.99,14.88,10.55,500,223,1000683,2,0
27,3,4,5.01,621.23,34.6,20.82,500,223,2817246,1,1
27,0,4,8.01,350.91,44.59,28.82,500,223,28539,1,1
27,0,0,9.52,220.71,35.91,13.85,500,223,438745,1,11
15,0,3,0.53,1248.23,6.67,5.59,100,224,20081,0,2
15,4,3,0.57,67.5,7.26,5.96,100,224,205818,0,4
15,1,2,1.06,58.38,8.38,4.69,100,224,2454,0,6
15,4,4,0.58,34.91,7.08,5.54,100,224,24558,0,4
15,3,3,1.07,39.06,8.38,5.74,100,224,4353,0,6
15,5,0,0.57,38.8,7.26,5.95,1000,224,205818,0,4
13,0,0,0.87,14.9,8.13,0.0,100,225,10415,3,11
13,0,0,4.75,14.05,28.09,0.0,100,225,164828,3,11
32,0,0,3.95,14.15,23.62,0.0,500,226,11604,3,0
32,0,0,4.99,14.68,23.89,0.0,500,226,19284,3,11
32,2,3,5.08,172.8,27.27,14.39,500,226,1984818,3,11
32,0,0,5.34,15.11,35.99,0.0,500,226,24663,3,11
32,0,0,6.71,15.82,41.48,0.0,500,226,2887,3,11
32,0,0,4.01,11.27,19.75,0.0,500,226,3105,3,11
32,0,4,5.33,26.81,64.89,20.66,500,226,479182,3,3
32,0,0,5.5,17.65,37.51,0.0,500,226,51784,3,11
32,0,0,1.58,20.29,68.21,0.0,500,226,5186,3,11
32,5,4,0.54,33.19,7.73,5.92,500,226,602537,2,2
32,0,4,0.54,33.19,7.73,5.92,500,226,602537,2,2
32,0,4,3.37,24.69,60.73,22.58,500,226,797966,3,3
32,0,0,5.79,14.9,37.4,0.0,500,226,9369,3,11
16,4,3,5.99,156.21,51.34,23.76,100,227,392894,1,1
6,0,3,6.29,34.24,45.16,20.56,500,228,151957,1,1
6,0,0,4.41,14.17,0.0,0.0,500,228,153623,1,11
6,0,0,2.72,15.18,38.71,0.0,500,228,170044,1,11
6,3,3,5.4,106.23,47.51,22.36,500,228,222488,1,1
6,0,0,5.16,16.77,45.2,0.0,500,228,6192,1,11
6,0,0,0.0,0.0,0.0,0.0,500,228,0,1,0
11,5,4,0.64,46.82,7.92,6.3,100,229,1520967,0,4
11,0,4,4.75,38.99,26.9,16.04,100,229,158724,3,7
11,0,4,1.86,20.96,13.7,8.81,100,229,16168,3,8
11,4,4,1.51,79.29,15.67,10.73,100,229,33479,2,8
11,4,3,0.89,52.89,7.93,5.53,100,229,40931,0,6
11,0,0,1.62,11.73,11.68,0.0,100,229,421508,0,6
11,0,5,5.09,51.89,35.98,22.09,100,229,601624,3,7
11,4,2,0.87,22.6,8.07,5.9,100,229,766918,0,8
11,3,3,1.08,54.96,9.13,4.87,100,229,84329,0,6
2,0,2,8.16,27.16,37.8,12.17,100,230,1311055,1,11
2,3,2,6.94,115.69,46.26,18.68,100,230,3132158,1,11
2,3,1,6.37,62.11,31.48,9.97,100,230,3545186,1,11
2,0,0,4.24,16.58,36.74,0.0,1000,230,2345,3,11
2,0,0,4.15,14.55,0.0,0.0,500,230,637552,1,11
2,0,0,0.0,0.0,0.0,0.0,500,230,0,1,10
7,0,3,5.91,342.21,35.02,14.56,100,231,1351037,1,11
7,4,4,6.16,42.02,42.3,24.41,1000,231,1224775,1,12
7,0,3,9.02,116.57,43.75,20.73,1000,231,175996,1,1
7,3,2,5.99,260.47,41.06,17.06,1000,231,2503882,1,1
7,3,4,8.09,19.91,38.26,18.33,1000,231,255089,1,9
7,0,0,5.06,17.45,47.38,0.0,1000,231,27070,1,11
12,3,3,1.2,27.97,9.15,5.38,1000,232,16195,0,6
12,4,4,0.58,2464.84,7.33,6.0,1000,232,1841861,0,4
12,2,1,1.26,63.24,9.13,4.91,1000,232,19225,0,6
12,4,3,0.59,24.86,7.27,5.69,1000,232,223963,0,4
12,3,2,0.71,24.79,7.49,5.08,1000,232,378316,0,6
12,4,4,0.57,26.67,7.25,5.69,1000,232,45919,0,4
12,2,1,1.04,39.94,7.93,4.25,1000,232,4787,0,6
12,4,1,0.83,68.43,7.78,5.19,1000,232,617666,0,6
12,3,3,0.83,19.11,7.99,5.49,1000,232,81746,0,6
12,3,3,0.68,27.08,6.91,5.78,500,232,57389,0,6
12,3,3,3.71,56.08,33.13,14.8,500,232,585582,2,11
12,3,0,0.58,3556.28,7.33,5.67,5000,232,1841861,0,4
20,0,3,10.3,62.06,57.61,19.79,500,233,1172802,1,7
20,3,2,11.55,51.74,39.25,14.66,500,233,214216,1,11
20,2,0,0.0,18.22,0.0,0.0,500,233,41789,2,11
22,0,0,0.61,11.4,7.71,0.0,100,234,355608,3,4
22,0,0,0.68,11.34,8.04,0.0,100,234,41601,3,4
22,0,0,0.6,11.42,7.56,0.0,100,234,44485,3,4
19,0,0,4.99,17.29,25.36,0.0,500,235,31214,3,11
19,0,0,3.21,8.8,14.02,0.0,500,235,629,3,11
27,3,4,6.18,246.86,37.31,23.26,500,236,2151689,1,1
27,4,3,5.52,92.94,28.21,15.34,500,236,5163273,1,11
12,0,0,4.4,10.38,15.39,2.07,1000,237,10154,3,11
12,2,0,0.55,18.5,11.5,2.73,500,237,3496,3,11
